temperature,vibration,pressure,operating_hours,failure
69.33702270397228,0.4245724149980642,35.57160847334436,5837,0
75.99651365087641,0.49358616534070077,33.57690657720622,3317,0
69.965243458838,0.532876241030348,33.59092862853967,1547,0
59.493365689338674,0.5321357215450273,32.192378694048635,6109,0
75.68562974806028,0.5421920754235284,30.09808328846995,707,0
64.37696286273895,0.6613711269058647,33.3643061798341,4652,1
79.73592430635182,0.545353430151398,32.95907066870689,1864,0
65.80575765766197,0.4755843364709351,28.22979644529488,9517,1
90.4993440501754,0.5964087168288357,27.131991135515495,9527,0
67.16746707663764,0.6189470488924641,30.509281476309933,9321,0
71.77938483794324,0.37723921848630076,37.74510075747594,2771,0
83.1351721736967,0.5597400069849858,23.804464621730496,6619,1
62.69135683566045,0.5701172742310898,22.662373671237802,4062,0
77.2745993460413,0.4702436496640008,30.823804206182583,3277,0
88.07142754282428,0.6375706813311619,30.25443850928009,3822,0
58.92516765438772,0.48499444129674735,30.86670832185204,5006,0
76.84633858532304,0.5125576453471542,31.219765989542502,7363,0
77.59882794248423,0.48269281757161303,28.883988726825976,5154,0
82.81822871777311,0.5015579047581468,37.44931719301041,9767,0
62.63049289121918,0.3903724913104798,21.99548010761742,908,0
61.795433869157236,0.3559949117405705,25.85751487609877,9270,0
80.21941565616898,0.6594505063224972,29.483726199254765,825,0
77.96984673233186,0.4153038651681672,21.784055944229163,7801,0
77.50492850345877,0.4008607650543693,29.120727977839643,1316,0
78.46448209496975,0.2846609886396285,38.30735082864009,4151,0
68.1997527842151,0.4361038252310498,30.10443244147981,2297,0
77.32253697161003,0.3676910206592502,31.153504528593416,2906,0
77.93072473298682,0.664201516013637,23.6991761741371,9070,0
67.85648581973632,0.6009817089342634,26.918192959802614,1072,0
93.65774511144757,0.4311849654822276,28.124018098380315,5734,0
79.73832920911788,0.7252435805344308,28.41142451621883,7583,0
63.08696502797351,0.5981765486991595,36.40821897501884,2223,0
81.5655360863383,0.46751686164913775,32.788455303625625,8890,0
65.25318329772679,0.2500594285126427,24.44271021531484,324,1
82.87084603742451,0.7290942572590742,31.232523892160025,9132,0
86.58595579007404,0.3610427533236404,32.491108742483924,1914,0
66.7931768164829,0.3354601253043108,35.700745192606334,1206,0
84.63376129244321,0.6022570432009641,37.90270343284187,224,1
79.12780926936499,0.7439752406339273,24.924529040860655,3346,0
83.2206015999449,0.6384272818510518,25.94571244394831,3031,0
93.96792982653947,0.5563909120052359,23.71211070542692,3071,0
72.5461188399713,0.5594754341665286,28.829900704465093,2117,0
67.4626383564251,0.5853415558780308,32.331791872231676,7515,0
66.10485570374476,0.5758928589786765,34.93667258294551,2515,0
66.84189715034562,0.5281191423969376,29.620244881787386,3196,0
74.22898290585896,0.5104201103951876,28.40076238372578,1709,0
78.41151974816644,0.49374068721004777,30.758789961243703,817,0
77.7669079933002,0.4246035411133324,25.824285491849885,3661,0
83.27183249036024,0.47193249231332257,40.44769360847387,9308,1
75.13001891877907,0.33070431858046145,21.961694864409708,6882,0
89.53534077157317,0.490166037320525,30.923702894478623,1148,0
72.35343166762044,0.40114088928490826,40.1180310961482,9649,0
102.20169166589619,0.38964106827842293,30.033999222799988,8407,0
81.25667347765007,0.5179894151153478,29.049804824992528,8005,1
66.42842443583717,0.6392002286344599,28.212772885947864,5678,0
64.29107501938887,0.5918316606002313,29.09804159118796,1720,0
79.82472415243186,0.3429499396376823,36.86424237338265,6648,0
72.7653721467415,0.40103718634296626,18.940690443352466,7481,0
82.14000494092092,0.5940771187988216,37.66716850648163,4880,0
79.73237624573545,0.40175126064616906,22.880214237749275,3892,0
74.27171087343127,0.47753668500029756,28.666738353827927,3041,0
66.53206281931595,0.5550052099024552,27.853777898506692,5795,1
59.851527753141355,0.40316555451363645,32.942766348853596,6501,1
70.53485047932979,0.5105375506145959,22.009378240581263,9269,0
83.56398794323472,0.36659745050817955,32.31086333040972,6297,0
77.14093744130204,0.4398632356048786,40.12154811643426,5550,0
62.542612212880115,0.5319781934142537,23.184129977035948,9075,0
76.73180925851182,0.3407006266468331,30.94853083805198,8532,0
78.85317379728836,0.5440474737960399,26.690089111016956,5974,0
66.16142563798867,0.4980362201073319,32.12943603096518,1653,0
76.53725105945527,0.5552489954417148,30.09573888707876,1112,0
75.58208718446,0.5223914134064661,26.79256545477845,8478,0
63.57029702169377,0.6364140429973845,32.43936142435537,1981,0
78.57787360348283,0.5125224502647907,39.021740548933714,6899,0
80.60784526368235,0.4570594458874747,29.045481041363505,4686,0
85.83051243175277,0.5122297503032284,33.59878971074091,8722,0
85.53802052034902,0.5543298029036388,23.53363521064418,8530,0
61.22330632042909,0.5048860070325705,25.217818115909957,6547,0
65.62174960084877,0.5040591691203883,32.362031389401885,2445,0
80.1503526720866,0.42980083121932444,37.420580142679825,175,0
80.1378595091221,0.4337099082449052,31.7780667439283,9648,0
80.15047686306048,0.3597394728200306,28.434709847384227,5977,0
113.52731490654722,0.6749576743186939,29.99645702711677,6885,0
80.70890510693167,0.3756136764608715,23.747961330151412,5022,0
86.35565640180599,0.4307094802204093,33.022576631776836,8190,0
84.54001763493203,0.42815927344308025,34.41166531161704,2430,0
81.51391251305797,0.5894924376944441,27.7395483358346,4786,1
71.84730755359655,0.4705050321707972,27.649789261202493,2002,1
82.58969220493267,0.6247742072673734,31.329391148260243,4770,0
67.27174785462428,0.4326509375756131,27.816401319797023,7243,0
72.63181393259991,0.5278994162223802,29.669336926870887,2159,0
70.14636452170896,0.41646529467402427,40.49860894583258,240,0
75.81874139386322,0.7145149127773388,28.76487149627002,1889,1
98.14658566673509,0.3812401580970487,28.20829923989389,116,0
56.32734807408252,0.5309820710227028,26.762290971824203,564,0
81.86260190374513,0.5633776880932099,33.720959857499686,4571,0
58.87284128810349,0.5413799097451498,29.093879133909486,1927,1
70.28068134210567,0.4814712341122292,26.753134808392872,8811,0
85.88950596967366,0.4870179300266574,36.60652016136506,6056,0
75.64280019095463,0.5043811471979109,37.098015022568184,189,0
64.22255222070694,0.48529979983715116,26.997882171306475,4915,0
67.84696290740033,0.596387911679491,20.66730024319692,2951,0
81.79597748934675,0.7210523001591351,35.03756844918461,2943,0
67.69633368282864,0.44425082149921663,26.57685087119998,9217,1
77.16458589581976,0.3630197020420922,33.953127995813844,6643,1
75.45571839903813,0.4911717951648745,20.149480911440822,6001,0
68.48399652394183,0.7579709337654319,34.462986691496546,1069,0
96.43944089325325,0.4196325432030269,23.944140353596094,1194,0
81.33919022318011,0.6639116805444067,33.653820595332625,6224,0
54.74857413342393,0.667770081407644,30.071365339182172,7447,0
76.86454314769428,0.44464117582920054,25.230302903016778,3295,0
68.38213535231613,0.5568983079185276,27.964818435366098,1504,0
83.52433334796224,0.6628396623128539,33.431592284783505,7040,0
67.07479261567299,0.4620872259012513,30.52947226557617,4390,0
73.85263558533102,0.47964196398976383,32.92206490236242,4082,0
80.04987278980457,0.4418319086051356,39.88220292257743,5655,0
83.65755194170121,0.3985243269307133,22.178791941444743,8054,0
62.997035929442234,0.4350722454933993,38.08606287484312,4813,0
71.65498764159051,0.3776059733237743,30.521779687616064,3192,0
70.25054688839043,0.5034083468259226,25.50607975838436,4259,0
68.46670767426288,0.42300267689413584,23.348431871305053,6408,0
92.65454240281096,0.5233785911790748,29.054398046114834,7578,0
79.04981710960955,0.3444104353796372,34.6082505596223,8576,0
62.391160456649544,0.5330880232214457,29.362254398112327,5033,0
84.17861947054776,0.5833528961608925,37.55577465123674,5026,0
96.22156197012633,0.3006264357428544,22.744121549742204,9479,0
85.32465260551147,0.5374056569847572,29.939555260769726,4069,0
59.80630034045987,0.6227668992473292,23.738032777934404,3065,0
70.15765927133748,0.37903589813087946,31.81815941312484,4419,0
87.66911149186623,0.6672572386837703,34.4344369504865,9075,0
67.92330534381219,0.5419019009366045,27.896191031594732,7208,0
79.43819428146229,0.4294988144241591,16.97893071686433,9241,0
82.74634053429337,0.4944230922342294,30.99474073398247,4039,0
65.73069528421917,0.5558326912521723,32.18369275866755,144,0
74.404746439382,0.5076005391412411,32.02147377480849,1910,0
42.58732659930927,0.5538755992446369,36.17891095911077,4666,0
64.7561235866571,0.40793264069206336,24.644731601754756,9121,0
72.4743184860684,0.5169360824036078,33.40108052725225,2009,0
62.52216818035151,0.35862855030950197,35.962537562389876,6464,0
91.32411303931636,0.48887739386512996,21.107062079967417,2681,0
60.69858622039367,0.40960923585352105,31.598259129594886,791,0
70.59955513303017,0.42644700574102334,27.479100844961643,1031,0
76.30740577286092,0.6236093175210438,29.59238663449177,8010,0
89.41273289066116,0.6091310120594269,31.738382417691682,6482,0
60.6413784882056,0.5609138120907177,27.56385717943224,3506,0
86.63163752154959,0.3907687235327421,26.62145960419194,8439,1
75.10233061019586,0.46835915503051984,30.170762087440124,1132,0
65.18491348952048,0.6213097699979183,24.563770305685985,1411,0
79.6210347426327,0.5141716913639904,24.570874355574073,8679,0
76.9905969557347,0.7319329539981694,33.396866414782515,3221,0
68.99783122841205,0.5393317839394371,24.25602982420672,1973,1
75.69802084990019,0.5192049116490032,33.331562504546056,9207,0
71.14686403138239,0.4690883535797499,32.31295646426975,6881,1
76.13517345251248,0.5133540904782282,21.370966356047017,3848,0
81.62130674521046,0.4847530163619456,26.612176738321725,377,0
90.86016816145352,0.570810867668859,35.97054701523686,1959,0
62.62184501173151,0.5956702316794584,25.09417234430159,6029,0
96.33033374656267,0.421401053949205,27.677978688453063,6892,0
55.47912200477498,0.3668767046442222,32.31030446625948,4813,0
73.48214904964416,0.3163794626896703,33.91695254641298,4775,0
80.88317206484577,0.5507991326912544,28.74230556977752,1270,0
77.80991867735032,0.38966333938261266,27.01244902654179,8781,1
68.77300480179406,0.28471094070475167,37.11184930849254,9474,0
72.91877749642725,0.5388578604530965,38.6944983189879,5408,0
70.06999065341168,0.749299951743279,34.89429025390898,2562,0
69.10635243055789,0.4993929088460107,30.42659071282512,9922,0
83.49602097021025,0.5838490774451642,25.95867139179537,387,1
78.57015485965047,0.5081829358547565,25.847777967217173,6053,0
68.07090404739346,0.49011103468088574,32.61257052632879,4382,0
83.9959987543325,0.5919076482987768,32.091991104443416,2007,0
78.07299520876609,0.4709725455811349,37.007992964732146,1261,0
83.1286211883896,0.5267392314071903,33.25225046268069,229,0
81.29628841923612,0.5321697806196014,22.48459849120091,6437,0
66.71004989077927,0.4331909546356951,35.25973808861459,2463,0
69.3981895980303,0.5992042349536523,25.009696863427934,8251,0
82.47293605123262,0.48250402433045914,28.08014364023824,6083,1
81.10370265433465,0.4244254840507155,31.251001031258472,243,0
74.79098406035853,0.5536509843570403,39.978337448919824,8307,0
76.17327383308782,0.41015320182089626,45.549592780026806,7569,1
87.77664895788425,0.5028181157369128,33.03361529568092,344,0
69.0842861116417,0.49908810033557965,29.084016906398062,1026,0
80.47097381170038,0.6085895565831578,32.67252824240275,3278,0
72.97807347566106,0.5474698232879953,34.43827712936918,2276,1
72.82318796772779,0.4974973041254856,28.396661872214043,5102,0
85.9877685198719,0.5817766299200287,38.97605677956161,986,0
83.2541634898803,0.6390207549017314,31.15035379595701,8632,0
83.13509636000639,0.5557810306351862,32.48871544545697,3498,0
88.05478807154329,0.501035261984338,33.329621260272305,8597,0
75.21003841632759,0.368816376764984,32.10793305307228,9199,0
81.81952971294965,0.39348863369246273,34.194702502348065,2754,0
71.89733243406543,0.46947752956453326,26.913734067265384,7492,0
78.24166352488442,0.4390487797840717,27.208491230269846,1471,1
73.69856945632316,0.4813028697014554,24.499228835141526,7235,0
75.96995964992718,0.5056649924897108,32.19750615310113,420,0
80.95157025436913,0.5529692754356731,33.89468251756057,4754,0
66.81779316766527,0.4929501221940909,32.28886433075943,5400,0
95.9238727568546,0.5486501643826202,38.37246216673769,6861,0
64.93982618500299,0.5064474414810121,29.97201990585477,6954,0
62.85811387212268,0.3024533433646128,33.34370827796256,5605,0
86.58110873500068,0.40606646061812457,24.54149561930343,9423,0
82.91662693962935,0.48559124442783846,28.064501487627997,6653,0
81.24119817052156,0.37903052571588924,33.47768878782889,4142,0
81.2834550926428,0.5599928729996204,34.24551055371572,9109,0
74.87753227153085,0.6530750832343697,28.530165261679088,7598,0
66.02745628514168,0.6218761851697316,29.642003740709665,6736,0
75.75804558193727,0.47865571290697917,22.410631266595953,7462,0
68.22838288487888,0.6490726136849952,28.214853995966955,111,0
84.7511973341775,0.5148667457202112,34.45191581759893,294,0
73.52942618497862,0.46629140288819604,32.876025080532834,2637,0
66.74502803207488,0.43865973364590605,32.503328606906045,2942,0
71.78614158347007,0.4697530313511872,30.2488684359048,2329,0
79.12931454275625,0.4611823181458771,30.03531579314088,3109,0
69.36275447196026,0.5170416222375488,26.698394302632764,8084,1
66.77779604433569,0.5160573981049864,33.49414210101267,2177,0
77.43687211491913,0.5003046020153414,32.104864721946946,7945,1
77.44966571108722,0.543693816974635,32.46009423996399,3967,0
69.9305682462887,0.6190646274786341,27.369825786662098,4973,0
70.28961694381677,0.5949554135441324,19.23328540064378,8735,0
77.32049937357637,0.35151020315500964,35.485763558768475,397,0
60.51915658502676,0.24460788650980453,27.605812719957978,5956,0
60.92536225623445,0.5934319911239274,25.686121179784397,9136,0
67.81555778747564,0.36331213015845787,33.46739455956997,1115,0
72.86552848288153,0.47752345981073163,28.03993680040435,1484,0
78.10907565598005,0.38298869739406405,35.29968192023311,9689,0
89.75356216949552,0.31980195624199803,33.08502974788349,8845,0
83.5765962320202,0.5541462728204788,33.417846616002386,2450,0
73.40061470036574,0.5759155160302647,23.170221443997328,1369,1
74.80983792097311,0.44234895992732803,36.059719926932004,1360,0
64.97470635362191,0.240895770785509,31.30625265616928,7801,0
74.8148686400761,0.4453755551747517,28.153614303768983,8476,0
72.11341361079862,0.5391804005402546,30.716942336711256,4663,0
78.22718560338089,0.3521088431225871,21.1188238355084,6997,0
66.72769056447677,0.5183359919779156,32.043264057403356,5772,0
80.19346514241172,0.4984690150827004,24.853142459089643,5693,0
90.32738913002578,0.5579291499601089,23.23664857078233,6255,0
73.91239851543142,0.5119580368414153,22.388204068910547,5643,0
79.01711722098942,0.40269310591184443,35.563441874949625,7340,1
81.90143991711112,0.6196571501664492,26.853683031536058,4783,0
70.98779528114164,0.484147042697303,37.6686385495825,1981,0
77.24092481810416,0.4972695460490068,27.32099268473851,8813,0
75.12592400781794,0.4066732040926804,21.463210212035264,3909,0
75.97676098548831,0.455671774880849,24.417377800256705,5907,0
67.26990216144533,0.4115197285973099,36.179058100034695,4983,0
75.24510174258943,0.4827053940076577,29.220509110316662,7306,0
79.9799829124545,0.6711708480142343,27.258563517546996,4255,0
89.51143607795042,0.36280988570686434,30.80009112926394,4773,0
84.59270826085206,0.33864386021232584,32.50891368083772,1509,0
96.53182457511556,0.6471170327493608,35.5869940795123,9986,0
67.3265243711195,0.4790676322848134,37.24249614946463,5297,0
83.72320636720679,0.43309272613400834,28.20115677105457,7552,0
76.83342005738352,0.6039904687396076,23.36976156958981,8818,0
96.89802933217672,0.4394384460263136,27.93267419438362,2272,0
66.91701714644849,0.6826009713546937,31.30140253291443,379,0
66.60278157819224,0.5677925871339269,25.181205368946944,4077,0
69.00607354555977,0.45120885918542974,25.214245425524787,2769,0
53.76104275690193,0.7157308213265503,31.718939407749428,7925,0
69.74244978319238,0.4394285076996661,29.756738242147744,4081,0
67.40867338446301,0.5742095372009307,30.163984977057932,4869,0
76.50393786476208,0.5299292580406492,26.207523326499654,5347,0
78.4175597577716,0.6301741289398798,28.847996428971165,4527,0
93.76170839215887,0.6561511196726852,25.378834278658477,6235,0
84.5042383818605,0.5032004149065766,34.450992055623935,5673,0
69.23096344337597,0.42465821296538164,35.17624667361876,4231,0
66.01585328651642,0.5459972142939117,20.76906068880953,7289,0
79.91919171506505,0.4322284630247894,25.35244569903795,4635,0
61.797667929793576,0.7013387247526623,22.517353724549604,2876,0
93.31458765854353,0.5136535331082738,26.74988032796551,9411,0
86.79440120721287,0.4634678448687891,29.582810151048196,7797,0
70.30824347895295,0.5184680305864908,22.75177390150735,8486,1
57.868654709091224,0.36528737104703035,25.390700934373434,762,0
88.53872374165412,0.40283859614893486,24.980213139592507,8771,1
73.85460154747382,0.6200413907944425,31.03633664699472,8144,0
87.37816311973462,0.4343105721028604,30.34672168518125,4318,0
59.05572341205633,0.39530890173180605,26.391312233313734,9715,0
69.00624977046228,0.5536652752527286,30.88410436069699,5160,0
75.05243699718183,0.6185704154662997,27.266599577063673,5974,0
75.46980593764742,0.5718953310665067,28.641724448369732,5681,0
70.49934528520757,0.5996047685805816,38.36726045149268,2114,0
81.22849932347499,0.4243204911430539,36.70230525895174,3889,0
64.32379570617405,0.3578189333258156,23.502093815362013,9203,0
73.57620514978707,0.6501333651955487,34.14866208939587,7248,0
76.20295631711899,0.4677320161157864,34.05698277245796,7866,0
80.14438834058748,0.47491669835449524,24.25868355623691,2464,0
82.11614878088889,0.6328194141849058,34.0938882187743,3729,1
63.75357908162131,0.555623000940066,37.68965959206277,6019,0
59.65885829264378,0.5455887772081608,24.38727596877793,5775,1
87.7767682189851,0.7165002344901084,25.412485894928682,8972,0
78.32314011979592,0.4356481769619857,35.08830733421751,6738,0
67.51513463443446,0.5927840128081238,31.35747655412824,4751,0
90.51151975522524,0.5057013124897084,32.757381376197614,709,0
76.15674634292859,0.5268592278863257,31.702946082002484,8040,0
86.79297184063826,0.6528468426412531,31.95347960464072,3966,0
75.67518481410109,0.5507835756289624,23.367639358444585,471,0
95.60747924881987,0.5538296079049633,35.23658853310724,7098,0
92.55340842443204,0.6072507337309803,35.84794996213887,715,0
72.51035851520926,0.46350472704571144,28.85304627965986,7011,0
84.71570950954356,0.41607903326609935,29.78261525093069,6110,0
81.45375949585147,0.39551908059789664,22.34446248722139,2353,0
88.68631557532349,0.30336434106239984,32.57127378008917,5042,0
65.35076539419896,0.7056207129940322,32.86028720857072,964,0
81.8605145999844,0.3896791634278317,29.689044915003446,1368,0
85.58424486849587,0.4778746376414228,35.621766799352514,7554,0
57.41260513576886,0.47231867001110794,28.329613845100297,9076,0
63.16741487334225,0.5307406697809101,32.823029629468,4671,0
54.607678222398995,0.5815737212539297,24.901678306539424,5329,0
72.30593165555442,0.5860473488359745,29.88223924562881,2337,0
82.17542255795962,0.44169225614310614,29.12822871048582,4154,1
90.02357052096028,0.48328782862135883,31.12653961020471,1035,1
75.74094780419775,0.52825799504883,28.152365355833208,6494,0
91.28615545571292,0.4751308873816453,29.34263702164166,7991,0
61.198985417851084,0.6607345576019993,34.13023585720753,425,0
57.96617560644845,0.5490974951638251,27.81617881380891,9826,0
74.44452301103381,0.5734877786049818,21.967114496306603,7874,0
78.84065448939307,0.5662881268667412,38.7479195210271,3961,0
74.67305251905907,0.6173473857485325,36.907270393452436,2085,1
54.325578999601234,0.5181021558703707,23.538686524471906,5032,0
74.10879960487212,0.37031680520441534,33.44853902622597,4703,0
61.95530499495147,0.5399687951752642,27.485126147243285,2878,0
81.69672548830039,0.4348643106208171,31.317436076655298,9562,0
78.66598246096848,0.4471383318250243,31.47112064506747,8932,0
65.60120213672644,0.5586364018755093,28.82796099841839,7854,1
69.86133082663306,0.6238283071433636,26.081171672068017,4178,0
64.40786478111049,0.5021271576736062,26.547294738418703,1467,0
74.37320902726829,0.5308833012598964,25.41904042259379,4142,0
84.55142320501238,0.6702214944635239,25.840888958847778,2675,0
65.14273953664457,0.5240753179488569,29.664108549753223,6854,0
80.04046515517844,0.7601683114180395,26.421200054446242,1681,0
69.69742381627559,0.5565509645631544,33.4102603285631,2086,0
67.07127167737656,0.3239237240844182,37.436230776679636,2340,0
73.92969640045442,0.5753341621104533,27.099733793149785,4066,0
64.64757677580626,0.5381158384882778,31.197022502676884,7704,0
69.46350694652818,0.6289752754082746,32.49842555151467,8420,0
63.021221074111516,0.5673181351269958,32.360011354596374,6068,0
94.6472513291639,0.4861544016016226,30.379776339580438,9143,0
75.35263551971728,0.37757017637106344,33.71341209179861,7593,0
68.00274492007415,0.4790976742713975,32.41124476340329,4203,0
77.13979910734221,0.41494795457906997,23.81168788836351,2176,0
73.8767195030917,0.4419476550195277,34.345780321946364,5331,0
72.79030400466777,0.558857840442061,34.43645418633371,3094,0
81.14166700043425,0.6669904504351406,26.183569479107092,3844,0
